1 Hello ! Which drink can I get for you ?
1 Hello ! Which drink can I get for you today ?
1 Hello ! Which drink would you like to have ?
1 Hello ! Which drink would you like today ?
1 Hi ! Which drink can I get for you ?
1 Hi ! Which drink can I get for you today ?
1 Hi ! Which drink would you like to have ?
1 Hi ! Which drink would you like today ?
1 Welcome to Botista ! Which drink can I get for you ?
1 Welcome to Botista ! Which drink can I get for you today ?
1 Welcome to Botista ! Which drink would you like to have ?
1 Welcome to Botista ! Which drink would you like today ?
1 Welcome to the coffee heaven ! Which drink can I get for you ?
1 Welcome to the coffee heaven ! Which drink can I get for you today ?
1 Welcome to the coffee heaven ! Which drink would you like to have ?
1 Welcome to the coffee heaven ! Which drink would you like today ?
1 Great ! Can I take your name ? api_call getCustomerName
1 Perfect ! What would be the name ? api_call getCustomerName
1 May I take your name , please ? api_call getCustomerName
1 Absolutely ! Your order is a grande pumpkin spice latte and a vegetable sandwich . Is that right ?
1 Absolutely ! Your order is a grande pumpkin spice latte and a vegetable sandwich . Did I get that right ?
1 Sure ! So that would be a tall pumpkin spice latte and a chocolate brownie . Is that right ?
1 Sure ! So that would be a tall pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Sure ! Your order is a tall pumpkin spice latte and a chocolate brownie . Is that right ?
1 Sure ! Your order is a tall pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Of course ! So that would be a tall pumpkin spice latte and a chocolate brownie . Is that right ?
1 Of course ! So that would be a tall pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Of course ! Your order is a tall pumpkin spice latte and a chocolate brownie . Is that right ?
1 Of course ! Your order is a tall pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Absolutely ! So that would be a tall pumpkin spice latte and a chocolate brownie . Is that right ?
1 Absolutely ! So that would be a tall pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Absolutely ! Your order is a tall pumpkin spice latte and a chocolate brownie . Is that right ?
1 Absolutely ! Your order is a tall pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Sure ! So that would be a grande pumpkin spice latte and a chocolate brownie . Is that right ?
1 Sure ! So that would be a grande pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Sure ! Your order is a grande pumpkin spice latte and a chocolate brownie . Is that right ?
1 Sure ! Your order is a grande pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Of course ! So that would be a grande pumpkin spice latte and a chocolate brownie . Is that right ?
1 Of course ! So that would be a grande pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Of course ! Your order is a grande pumpkin spice latte and a chocolate brownie . Is that right ?
1 Of course ! Your order is a grande pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Absolutely ! So that would be a grande pumpkin spice latte and a chocolate brownie . Is that right ?
1 Absolutely ! So that would be a grande pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Absolutely ! Your order is a grande pumpkin spice latte and a chocolate brownie . Is that right ?
1 Absolutely ! Your order is a grande pumpkin spice latte and a chocolate brownie . Did I get that right ?
1 Sure ! So that would be a grande peach iced tea and a strawberry cheesecake . Is that right ?
1 Sure ! So that would be a grande peach iced tea and a strawberry cheesecake . Did I get that right ?
1 Sure ! Your order is a grande peach iced tea and a strawberry cheesecake . Is that right ?
1 Sure ! Your order is a grande peach iced tea and a strawberry cheesecake . Did I get that right ?
1 Of course ! So that would be a grande peach iced tea and a strawberry cheesecake . Is that right ?
1 Of course ! So that would be a grande peach iced tea and a strawberry cheesecake . Did I get that right ?
1 Of course ! Your order is a grande peach iced tea and a strawberry cheesecake . Is that right ?
1 Of course ! Your order is a grande peach iced tea and a strawberry cheesecake . Did I get that right ?
1 Absolutely ! So that would be a grande peach iced tea and a strawberry cheesecake . Is that right ?
1 Absolutely ! So that would be a grande peach iced tea and a strawberry cheesecake . Did I get that right ?
1 Absolutely ! Your order is a grande peach iced tea and a strawberry cheesecake . Is that right ?
1 Absolutely ! Your order is a grande peach iced tea and a strawberry cheesecake . Did I get that right ?
1 Sure ! So that would be a grande strawberry lemonade and a strawberry cheesecake . Is that right ?
1 Sure ! So that would be a grande strawberry lemonade and a strawberry cheesecake . Did I get that right ?
1 Sure ! Your order is a grande strawberry lemonade and a strawberry cheesecake . Is that right ?
1 Sure ! Your order is a grande strawberry lemonade and a strawberry cheesecake . Did I get that right ?
1 Of course ! So that would be a grande strawberry lemonade and a strawberry cheesecake . Is that right ?
1 Of course ! So that would be a grande strawberry lemonade and a strawberry cheesecake . Did I get that right ?
1 Of course ! Your order is a grande strawberry lemonade and a strawberry cheesecake . Is that right ?
1 Of course ! Your order is a grande strawberry lemonade and a strawberry cheesecake . Did I get that right ?
1 Absolutely ! So that would be a grande strawberry lemonade and a strawberry cheesecake . Is that right ?
1 Absolutely ! So that would be a grande strawberry lemonade and a strawberry cheesecake . Did I get that right ?
1 Absolutely ! Your order is a grande strawberry lemonade and a strawberry cheesecake . Is that right ?
1 Absolutely ! Your order is a grande strawberry lemonade and a strawberry cheesecake . Did I get that right ?
1 Sure ! So that would be a short soy latte and a raspberry cheesecake . Is that right ?
1 Sure ! So that would be a short soy latte and a raspberry cheesecake . Did I get that right ?
1 Sure ! Your order is a short soy latte and a raspberry cheesecake . Is that right ?
1 Sure ! Your order is a short soy latte and a raspberry cheesecake . Did I get that right ?
1 Of course ! So that would be a short soy latte and a raspberry cheesecake . Is that right ?
1 Of course ! So that would be a short soy latte and a raspberry cheesecake . Did I get that right ?
1 Of course ! Your order is a short soy latte and a raspberry cheesecake . Is that right ?
1 Of course ! Your order is a short soy latte and a raspberry cheesecake . Did I get that right ?
1 Absolutely ! So that would be a short soy latte and a raspberry cheesecake . Is that right ?
1 Absolutely ! So that would be a short soy latte and a raspberry cheesecake . Did I get that right ?
1 Absolutely ! Your order is a short soy latte and a raspberry cheesecake . Is that right ?
1 Absolutely ! Your order is a short soy latte and a raspberry cheesecake . Did I get that right ?
1 Sure ! So that would be a short chai tea latte and a raspberry cheesecake . Is that right ?
1 Sure ! So that would be a short chai tea latte and a raspberry cheesecake . Did I get that right ?
1 Sure ! Your order is a short chai tea latte and a raspberry cheesecake . Is that right ?
1 Sure ! Your order is a short chai tea latte and a raspberry cheesecake . Did I get that right ?
1 Of course ! So that would be a short chai tea latte and a raspberry cheesecake . Is that right ?
1 Of course ! So that would be a short chai tea latte and a raspberry cheesecake . Did I get that right ?
1 Of course ! Your order is a short chai tea latte and a raspberry cheesecake . Is that right ?
1 Of course ! Your order is a short chai tea latte and a raspberry cheesecake . Did I get that right ?
1 Absolutely ! So that would be a short chai tea latte and a raspberry cheesecake . Is that right ?
1 Absolutely ! So that would be a short chai tea latte and a raspberry cheesecake . Did I get that right ?
1 Absolutely ! Your order is a short chai tea latte and a raspberry cheesecake . Is that right ?
1 Absolutely ! Your order is a short chai tea latte and a raspberry cheesecake . Did I get that right ?
1 Sure ! So that would be a grande iced cinnamon dolce latte and a white chocolate cheesecake . Is that right ?
1 Sure ! So that would be a grande iced cinnamon dolce latte and a white chocolate cheesecake . Did I get that right ?
1 Sure ! Your order is a grande iced cinnamon dolce latte and a white chocolate cheesecake . Is that right ?
1 Sure ! Your order is a grande iced cinnamon dolce latte and a white chocolate cheesecake . Did I get that right ?
1 Of course ! So that would be a grande iced cinnamon dolce latte and a white chocolate cheesecake . Is that right ?
1 Of course ! So that would be a grande iced cinnamon dolce latte and a white chocolate cheesecake . Did I get that right ?
1 Of course ! Your order is a grande iced cinnamon dolce latte and a white chocolate cheesecake . Is that right ?
1 Of course ! Your order is a grande iced cinnamon dolce latte and a white chocolate cheesecake . Did I get that right ?
1 Absolutely ! So that would be a grande iced cinnamon dolce latte and a white chocolate cheesecake . Is that right ?
1 Absolutely ! So that would be a grande iced cinnamon dolce latte and a white chocolate cheesecake . Did I get that right ?
1 Absolutely ! Your order is a grande iced cinnamon dolce latte and a white chocolate cheesecake . Is that right ?
1 Absolutely ! Your order is a grande iced cinnamon dolce latte and a white chocolate cheesecake . Did I get that right ?
1 Sure ! So that would be a short raspberry lemonade and a cheese toastie . Is that right ?
1 Sure ! So that would be a short raspberry lemonade and a cheese toastie . Did I get that right ?
1 Sure ! Your order is a short raspberry lemonade and a cheese toastie . Is that right ?
1 Sure ! Your order is a short raspberry lemonade and a cheese toastie . Did I get that right ?
1 Of course ! So that would be a short raspberry lemonade and a cheese toastie . Is that right ?
1 Of course ! So that would be a short raspberry lemonade and a cheese toastie . Did I get that right ?
1 Of course ! Your order is a short raspberry lemonade and a cheese toastie . Is that right ?
1 Of course ! Your order is a short raspberry lemonade and a cheese toastie . Did I get that right ?
1 Absolutely ! So that would be a short raspberry lemonade and a cheese toastie . Is that right ?
1 Absolutely ! So that would be a short raspberry lemonade and a cheese toastie . Did I get that right ?
1 Absolutely ! Your order is a short raspberry lemonade and a cheese toastie . Is that right ?
1 Absolutely ! Your order is a short raspberry lemonade and a cheese toastie . Did I get that right ?
1 Sure ! So that would be a grande iced coffee mocha and a cheese toastie . Is that right ?
1 Sure ! So that would be a grande iced coffee mocha and a cheese toastie . Did I get that right ?
1 Sure ! Your order is a grande iced coffee mocha and a cheese toastie . Is that right ?
1 Sure ! Your order is a grande iced coffee mocha and a cheese toastie . Did I get that right ?
1 Of course ! So that would be a grande iced coffee mocha and a cheese toastie . Is that right ?
1 Of course ! So that would be a grande iced coffee mocha and a cheese toastie . Did I get that right ?
1 Of course ! Your order is a grande iced coffee mocha and a cheese toastie . Is that right ?
1 Of course ! Your order is a grande iced coffee mocha and a cheese toastie . Did I get that right ?
1 Absolutely ! So that would be a grande iced coffee mocha and a cheese toastie . Is that right ?
1 Absolutely ! So that would be a grande iced coffee mocha and a cheese toastie . Did I get that right ?
1 Absolutely ! Your order is a grande iced coffee mocha and a cheese toastie . Is that right ?
1 Absolutely ! Your order is a grande iced coffee mocha and a cheese toastie . Did I get that right ?
1 Sure ! So that would be a short iced cordusio and a vegan wrap . Is that right ?
1 Sure ! So that would be a short iced cordusio and a vegan wrap . Did I get that right ?
1 Sure ! Your order is a short iced cordusio and a vegan wrap . Is that right ?
1 Sure ! Your order is a short iced cordusio and a vegan wrap . Did I get that right ?
1 Of course ! So that would be a short iced cordusio and a vegan wrap . Is that right ?
1 Of course ! So that would be a short iced cordusio and a vegan wrap . Did I get that right ?
1 Of course ! Your order is a short iced cordusio and a vegan wrap . Is that right ?
1 Of course ! Your order is a short iced cordusio and a vegan wrap . Did I get that right ?
1 Absolutely ! So that would be a short iced cordusio and a vegan wrap . Is that right ?
1 Absolutely ! So that would be a short iced cordusio and a vegan wrap . Did I get that right ?
1 Absolutely ! Your order is a short iced cordusio and a vegan wrap . Is that right ?
1 Absolutely ! Your order is a short iced cordusio and a vegan wrap . Did I get that right ?
1 Sure ! So that would be a short salted caramel mocha and a dark chocolate bar . Is that right ?
1 Sure ! So that would be a short salted caramel mocha and a dark chocolate bar . Did I get that right ?
1 Sure ! Your order is a short salted caramel mocha and a dark chocolate bar . Is that right ?
1 Sure ! Your order is a short salted caramel mocha and a dark chocolate bar . Did I get that right ?
1 Of course ! So that would be a short salted caramel mocha and a dark chocolate bar . Is that right ?
1 Of course ! So that would be a short salted caramel mocha and a dark chocolate bar . Did I get that right ?
1 Of course ! Your order is a short salted caramel mocha and a dark chocolate bar . Is that right ?
1 Of course ! Your order is a short salted caramel mocha and a dark chocolate bar . Did I get that right ?
1 Absolutely ! So that would be a short salted caramel mocha and a dark chocolate bar . Is that right ?
1 Absolutely ! So that would be a short salted caramel mocha and a dark chocolate bar . Did I get that right ?
1 Absolutely ! Your order is a short salted caramel mocha and a dark chocolate bar . Is that right ?
1 Absolutely ! Your order is a short salted caramel mocha and a dark chocolate bar . Did I get that right ?
1 Sure ! So that would be a grande iced pumpkin spice latte and a granola bar . Is that right ?
1 Sure ! So that would be a grande iced pumpkin spice latte and a granola bar . Did I get that right ?
1 Sure ! Your order is a grande iced pumpkin spice latte and a granola bar . Is that right ?
1 Sure ! Your order is a grande iced pumpkin spice latte and a granola bar . Did I get that right ?
1 Of course ! So that would be a grande iced pumpkin spice latte and a granola bar . Is that right ?
1 Of course ! So that would be a grande iced pumpkin spice latte and a granola bar . Did I get that right ?
1 Of course ! Your order is a grande iced pumpkin spice latte and a granola bar . Is that right ?
1 Of course ! Your order is a grande iced pumpkin spice latte and a granola bar . Did I get that right ?
1 Absolutely ! So that would be a grande iced pumpkin spice latte and a granola bar . Is that right ?
1 Absolutely ! So that would be a grande iced pumpkin spice latte and a granola bar . Did I get that right ?
1 Absolutely ! Your order is a grande iced pumpkin spice latte and a granola bar . Is that right ?
1 Absolutely ! Your order is a grande iced pumpkin spice latte and a granola bar . Did I get that right ?
1 Sure ! So that would be a short orange juice and a chicken and pesto panini . Is that right ?
1 Sure ! So that would be a short orange juice and a chicken and pesto panini . Did I get that right ?
1 Sure ! Your order is a short orange juice and a chicken and pesto panini . Is that right ?
1 Sure ! Your order is a short orange juice and a chicken and pesto panini . Did I get that right ?
1 Of course ! So that would be a short orange juice and a chicken and pesto panini . Is that right ?
1 Of course ! So that would be a short orange juice and a chicken and pesto panini . Did I get that right ?
1 Of course ! Your order is a short orange juice and a chicken and pesto panini . Is that right ?
1 Of course ! Your order is a short orange juice and a chicken and pesto panini . Did I get that right ?
1 Absolutely ! So that would be a short orange juice and a chicken and pesto panini . Is that right ?
1 Absolutely ! So that would be a short orange juice and a chicken and pesto panini . Did I get that right ?
1 Absolutely ! Your order is a short orange juice and a chicken and pesto panini . Is that right ?
1 Absolutely ! Your order is a short orange juice and a chicken and pesto panini . Did I get that right ?
1 Sure ! So that would be a short iced salted caramel mocha and a chicken and pesto panini . Is that right ?
1 Sure ! So that would be a short iced salted caramel mocha and a chicken and pesto panini . Did I get that right ?
1 Sure ! Your order is a short iced salted caramel mocha and a chicken and pesto panini . Is that right ?
1 Sure ! Your order is a short iced salted caramel mocha and a chicken and pesto panini . Did I get that right ?
1 Of course ! So that would be a short iced salted caramel mocha and a chicken and pesto panini . Is that right ?
1 Of course ! So that would be a short iced salted caramel mocha and a chicken and pesto panini . Did I get that right ?
1 Of course ! Your order is a short iced salted caramel mocha and a chicken and pesto panini . Is that right ?
1 Of course ! Your order is a short iced salted caramel mocha and a chicken and pesto panini . Did I get that right ?
1 Absolutely ! So that would be a short iced salted caramel mocha and a chicken and pesto panini . Is that right ?
1 Absolutely ! So that would be a short iced salted caramel mocha and a chicken and pesto panini . Did I get that right ?
1 Absolutely ! Your order is a short iced salted caramel mocha and a chicken and pesto panini . Is that right ?
1 Absolutely ! Your order is a short iced salted caramel mocha and a chicken and pesto panini . Did I get that right ?
1 Sure ! So that would be a grande iced latte macchiato and a PBJ sandwich . Is that right ?
1 Sure ! So that would be a grande iced latte macchiato and a PBJ sandwich . Did I get that right ?
1 Sure ! Your order is a grande iced latte macchiato and a PBJ sandwich . Is that right ?
1 Sure ! Your order is a grande iced latte macchiato and a PBJ sandwich . Did I get that right ?
1 Of course ! So that would be a grande iced latte macchiato and a PBJ sandwich . Is that right ?
1 Of course ! So that would be a grande iced latte macchiato and a PBJ sandwich . Did I get that right ?
1 Of course ! Your order is a grande iced latte macchiato and a PBJ sandwich . Is that right ?
1 Of course ! Your order is a grande iced latte macchiato and a PBJ sandwich . Did I get that right ?
1 Absolutely ! So that would be a grande iced latte macchiato and a PBJ sandwich . Is that right ?
1 Absolutely ! So that would be a grande iced latte macchiato and a PBJ sandwich . Did I get that right ?
1 Absolutely ! Your order is a grande iced latte macchiato and a PBJ sandwich . Is that right ?
1 Absolutely ! Your order is a grande iced latte macchiato and a PBJ sandwich . Did I get that right ?
1 Sure ! So that would be a grande iced latte macchiato and a salted caramel brownie . Is that right ?
1 Sure ! So that would be a grande iced latte macchiato and a salted caramel brownie . Did I get that right ?
1 Sure ! Your order is a grande iced latte macchiato and a salted caramel brownie . Is that right ?
1 Sure ! Your order is a grande iced latte macchiato and a salted caramel brownie . Did I get that right ?
1 Of course ! So that would be a grande iced latte macchiato and a salted caramel brownie . Is that right ?
1 Of course ! So that would be a grande iced latte macchiato and a salted caramel brownie . Did I get that right ?
1 Of course ! Your order is a grande iced latte macchiato and a salted caramel brownie . Is that right ?
1 Of course ! Your order is a grande iced latte macchiato and a salted caramel brownie . Did I get that right ?
1 Absolutely ! So that would be a grande iced latte macchiato and a salted caramel brownie . Is that right ?
1 Absolutely ! So that would be a grande iced latte macchiato and a salted caramel brownie . Did I get that right ?
1 Absolutely ! Your order is a grande iced latte macchiato and a salted caramel brownie . Is that right ?
1 Absolutely ! Your order is a grande iced latte macchiato and a salted caramel brownie . Did I get that right ?
1 Sure ! So that would be a short iced caramel macchiato and a cheese toastie . Is that right ?
1 Sure ! So that would be a short iced caramel macchiato and a cheese toastie . Did I get that right ?
1 Sure ! Your order is a short iced caramel macchiato and a cheese toastie . Is that right ?
1 Sure ! Your order is a short iced caramel macchiato and a cheese toastie . Did I get that right ?
1 Of course ! So that would be a short iced caramel macchiato and a cheese toastie . Is that right ?
1 Of course ! So that would be a short iced caramel macchiato and a cheese toastie . Did I get that right ?
1 Of course ! Your order is a short iced caramel macchiato and a cheese toastie . Is that right ?
1 Of course ! Your order is a short iced caramel macchiato and a cheese toastie . Did I get that right ?
1 Absolutely ! So that would be a short iced caramel macchiato and a cheese toastie . Is that right ?
1 Absolutely ! So that would be a short iced caramel macchiato and a cheese toastie . Did I get that right ?
1 Absolutely ! Your order is a short iced caramel macchiato and a cheese toastie . Is that right ?
1 Absolutely ! Your order is a short iced caramel macchiato and a cheese toastie . Did I get that right ?
1 Sure ! So that would be a tall strawberry lemonade and a granola bar . Is that right ?
1 Sure ! So that would be a tall strawberry lemonade and a granola bar . Did I get that right ?
1 Sure ! Your order is a tall strawberry lemonade and a granola bar . Is that right ?
1 Sure ! Your order is a tall strawberry lemonade and a granola bar . Did I get that right ?
1 Of course ! So that would be a tall strawberry lemonade and a granola bar . Is that right ?
1 Of course ! So that would be a tall strawberry lemonade and a granola bar . Did I get that right ?
1 Of course ! Your order is a tall strawberry lemonade and a granola bar . Is that right ?
1 Of course ! Your order is a tall strawberry lemonade and a granola bar . Did I get that right ?
1 Absolutely ! So that would be a tall strawberry lemonade and a granola bar . Is that right ?
1 Absolutely ! So that would be a tall strawberry lemonade and a granola bar . Did I get that right ?
1 Absolutely ! Your order is a tall strawberry lemonade and a granola bar . Is that right ?
1 Absolutely ! Your order is a tall strawberry lemonade and a granola bar . Did I get that right ?
1 Sure ! So that would be a tall iced pumpkin spice latte and a granola bar . Is that right ?
1 Sure ! So that would be a tall iced pumpkin spice latte and a granola bar . Did I get that right ?
1 Sure ! Your order is a tall iced pumpkin spice latte and a granola bar . Is that right ?
1 Sure ! Your order is a tall iced pumpkin spice latte and a granola bar . Did I get that right ?
1 Of course ! So that would be a tall iced pumpkin spice latte and a granola bar . Is that right ?
1 Of course ! So that would be a tall iced pumpkin spice latte and a granola bar . Did I get that right ?
1 Of course ! Your order is a tall iced pumpkin spice latte and a granola bar . Is that right ?
1 Of course ! Your order is a tall iced pumpkin spice latte and a granola bar . Did I get that right ?
1 Absolutely ! So that would be a tall iced pumpkin spice latte and a granola bar . Is that right ?
1 Absolutely ! So that would be a tall iced pumpkin spice latte and a granola bar . Did I get that right ?
1 Absolutely ! Your order is a tall iced pumpkin spice latte and a granola bar . Is that right ?
1 Absolutely ! Your order is a tall iced pumpkin spice latte and a granola bar . Did I get that right ?
1 Sure ! So that would be a short iced coffee mocha and a chocolate brownie . Is that right ?
1 Sure ! So that would be a short iced coffee mocha and a chocolate brownie . Did I get that right ?
1 Sure ! Your order is a short iced coffee mocha and a chocolate brownie . Is that right ?
1 Sure ! Your order is a short iced coffee mocha and a chocolate brownie . Did I get that right ?
1 Of course ! So that would be a short iced coffee mocha and a chocolate brownie . Is that right ?
1 Of course ! So that would be a short iced coffee mocha and a chocolate brownie . Did I get that right ?
1 Of course ! Your order is a short iced coffee mocha and a chocolate brownie . Is that right ?
1 Of course ! Your order is a short iced coffee mocha and a chocolate brownie . Did I get that right ?
1 Absolutely ! So that would be a short iced coffee mocha and a chocolate brownie . Is that right ?
1 Absolutely ! So that would be a short iced coffee mocha and a chocolate brownie . Did I get that right ?
1 Absolutely ! Your order is a short iced coffee mocha and a chocolate brownie . Is that right ?
1 Absolutely ! Your order is a short iced coffee mocha and a chocolate brownie . Did I get that right ?
1 Sure ! So that would be a short iced caramel macchiato and a cinnamon swirl . Is that right ?
1 Sure ! So that would be a short iced caramel macchiato and a cinnamon swirl . Did I get that right ?
1 Sure ! Your order is a short iced caramel macchiato and a cinnamon swirl . Is that right ?
1 Sure ! Your order is a short iced caramel macchiato and a cinnamon swirl . Did I get that right ?
1 Of course ! So that would be a short iced caramel macchiato and a cinnamon swirl . Is that right ?
1 Of course ! So that would be a short iced caramel macchiato and a cinnamon swirl . Did I get that right ?
1 Of course ! Your order is a short iced caramel macchiato and a cinnamon swirl . Is that right ?
1 Of course ! Your order is a short iced caramel macchiato and a cinnamon swirl . Did I get that right ?
1 Absolutely ! So that would be a short iced caramel macchiato and a cinnamon swirl . Is that right ?
1 Absolutely ! So that would be a short iced caramel macchiato and a cinnamon swirl . Did I get that right ?
1 Absolutely ! Your order is a short iced caramel macchiato and a cinnamon swirl . Is that right ?
1 Absolutely ! Your order is a short iced caramel macchiato and a cinnamon swirl . Did I get that right ?
1 Sure ! So that would be a short raspberry lemonade and a cinnamon swirl . Is that right ?
1 Sure ! So that would be a short raspberry lemonade and a cinnamon swirl . Did I get that right ?
1 Sure ! Your order is a short raspberry lemonade and a cinnamon swirl . Is that right ?
1 Sure ! Your order is a short raspberry lemonade and a cinnamon swirl . Did I get that right ?
1 Of course ! So that would be a short raspberry lemonade and a cinnamon swirl . Is that right ?
1 Of course ! So that would be a short raspberry lemonade and a cinnamon swirl . Did I get that right ?
1 Of course ! Your order is a short raspberry lemonade and a cinnamon swirl . Is that right ?
1 Of course ! Your order is a short raspberry lemonade and a cinnamon swirl . Did I get that right ?
1 Absolutely ! So that would be a short raspberry lemonade and a cinnamon swirl . Is that right ?
1 Absolutely ! So that would be a short raspberry lemonade and a cinnamon swirl . Did I get that right ?
1 Absolutely ! Your order is a short raspberry lemonade and a cinnamon swirl . Is that right ?
1 Absolutely ! Your order is a short raspberry lemonade and a cinnamon swirl . Did I get that right ?
1 Sure ! So that would be a tall iced coffee americano and a cheese toastie . Is that right ?
1 Sure ! So that would be a tall iced coffee americano and a cheese toastie . Did I get that right ?
1 Sure ! Your order is a tall iced coffee americano and a cheese toastie . Is that right ?
1 Sure ! Your order is a tall iced coffee americano and a cheese toastie . Did I get that right ?
1 Of course ! So that would be a tall iced coffee americano and a cheese toastie . Is that right ?
1 Of course ! So that would be a tall iced coffee americano and a cheese toastie . Did I get that right ?
1 Of course ! Your order is a tall iced coffee americano and a cheese toastie . Is that right ?
1 Of course ! Your order is a tall iced coffee americano and a cheese toastie . Did I get that right ?
1 Absolutely ! So that would be a tall iced coffee americano and a cheese toastie . Is that right ?
1 Absolutely ! So that would be a tall iced coffee americano and a cheese toastie . Did I get that right ?
1 Absolutely ! Your order is a tall iced coffee americano and a cheese toastie . Is that right ?
1 Absolutely ! Your order is a tall iced coffee americano and a cheese toastie . Did I get that right ?
1 Sure ! So that would be a short iced cinnamon dolce latte and a cheese toastie . Is that right ?
1 Sure ! So that would be a short iced cinnamon dolce latte and a cheese toastie . Did I get that right ?
1 Sure ! Your order is a short iced cinnamon dolce latte and a cheese toastie . Is that right ?
1 Sure ! Your order is a short iced cinnamon dolce latte and a cheese toastie . Did I get that right ?
1 Of course ! So that would be a short iced cinnamon dolce latte and a cheese toastie . Is that right ?
1 Of course ! So that would be a short iced cinnamon dolce latte and a cheese toastie . Did I get that right ?
1 Of course ! Your order is a short iced cinnamon dolce latte and a cheese toastie . Is that right ?
1 Of course ! Your order is a short iced cinnamon dolce latte and a cheese toastie . Did I get that right ?
1 Absolutely ! So that would be a short iced cinnamon dolce latte and a cheese toastie . Is that right ?
1 Absolutely ! So that would be a short iced cinnamon dolce latte and a cheese toastie . Did I get that right ?
1 Absolutely ! Your order is a short iced cinnamon dolce latte and a cheese toastie . Is that right ?
1 Absolutely ! Your order is a short iced cinnamon dolce latte and a cheese toastie . Did I get that right ?
1 Sure ! So that would be a tall iced salted caramel mocha and a PBJ sandwich . Is that right ?
1 Sure ! So that would be a tall iced salted caramel mocha and a PBJ sandwich . Did I get that right ?
1 Sure ! Your order is a tall iced salted caramel mocha and a PBJ sandwich . Is that right ?
1 Sure ! Your order is a tall iced salted caramel mocha and a PBJ sandwich . Did I get that right ?
1 Of course ! So that would be a tall iced salted caramel mocha and a PBJ sandwich . Is that right ?
1 Of course ! So that would be a tall iced salted caramel mocha and a PBJ sandwich . Did I get that right ?
1 Of course ! Your order is a tall iced salted caramel mocha and a PBJ sandwich . Is that right ?
1 Of course ! Your order is a tall iced salted caramel mocha and a PBJ sandwich . Did I get that right ?
1 Absolutely ! So that would be a tall iced salted caramel mocha and a PBJ sandwich . Is that right ?
1 Absolutely ! So that would be a tall iced salted caramel mocha and a PBJ sandwich . Did I get that right ?
1 Absolutely ! Your order is a tall iced salted caramel mocha and a PBJ sandwich . Is that right ?
1 Absolutely ! Your order is a tall iced salted caramel mocha and a PBJ sandwich . Did I get that right ?
1 Sure ! So that would be a tall pumpkin spice latte and a salted caramel brownie . Is that right ?
1 Sure ! So that would be a tall pumpkin spice latte and a salted caramel brownie . Did I get that right ?
1 Sure ! Your order is a tall pumpkin spice latte and a salted caramel brownie . Is that right ?
1 Sure ! Your order is a tall pumpkin spice latte and a salted caramel brownie . Did I get that right ?
1 Of course ! So that would be a tall pumpkin spice latte and a salted caramel brownie . Is that right ?
1 Of course ! So that would be a tall pumpkin spice latte and a salted caramel brownie . Did I get that right ?
1 Of course ! Your order is a tall pumpkin spice latte and a salted caramel brownie . Is that right ?
1 Of course ! Your order is a tall pumpkin spice latte and a salted caramel brownie . Did I get that right ?
1 Absolutely ! So that would be a tall pumpkin spice latte and a salted caramel brownie . Is that right ?
1 Absolutely ! So that would be a tall pumpkin spice latte and a salted caramel brownie . Did I get that right ?
1 Absolutely ! Your order is a tall pumpkin spice latte and a salted caramel brownie . Is that right ?
1 Absolutely ! Your order is a tall pumpkin spice latte and a salted caramel brownie . Did I get that right ?
1 Sure ! So that would be a tall iced cinnamon dolce latte and an egg sandwich . Is that right ?
1 Sure ! So that would be a tall iced cinnamon dolce latte and an egg sandwich . Did I get that right ?
1 Sure ! Your order is a tall iced cinnamon dolce latte and an egg sandwich . Is that right ?
1 Sure ! Your order is a tall iced cinnamon dolce latte and an egg sandwich . Did I get that right ?
1 Of course ! So that would be a tall iced cinnamon dolce latte and an egg sandwich . Is that right ?
1 Of course ! So that would be a tall iced cinnamon dolce latte and an egg sandwich . Did I get that right ?
1 Of course ! Your order is a tall iced cinnamon dolce latte and an egg sandwich . Is that right ?
1 Of course ! Your order is a tall iced cinnamon dolce latte and an egg sandwich . Did I get that right ?
1 Absolutely ! So that would be a tall iced cinnamon dolce latte and an egg sandwich . Is that right ?
1 Absolutely ! So that would be a tall iced cinnamon dolce latte and an egg sandwich . Did I get that right ?
1 Absolutely ! Your order is a tall iced cinnamon dolce latte and an egg sandwich . Is that right ?
1 Absolutely ! Your order is a tall iced cinnamon dolce latte and an egg sandwich . Did I get that right ?
1 Sure ! So that would be a tall raspberry lemonade and an egg sandwich . Is that right ?
1 Sure ! So that would be a tall raspberry lemonade and an egg sandwich . Did I get that right ?
1 Sure ! Your order is a tall raspberry lemonade and an egg sandwich . Is that right ?
1 Sure ! Your order is a tall raspberry lemonade and an egg sandwich . Did I get that right ?
1 Of course ! So that would be a tall raspberry lemonade and an egg sandwich . Is that right ?
1 Of course ! So that would be a tall raspberry lemonade and an egg sandwich . Did I get that right ?
